artist                                                                          | song_count
Rachel Platten                                                                  |          1
Rachelle Ann go                                                                 |          1
Rachelle Anne Go & Christian Bautista                                           |          1
Rachmat Kartolo                                                                 |          1
RADIO FISH                                                                      |          1
Rae Sremmurd                                                                    |          1
RAG FAIR                                                                        |          1
Ragoon                                                                          |          1
Rah Band                                                                        |          1
Rain                                                                            |          1
Rainysun                                                                        |          1
RAKURA                                                                          |          1
Rammstein                                                                       |          1
Randy Edelman                                                                   |          1
Randy Santiago                                                                  |          1
Randy Van Warmer                                                                |          1
Rannie Raymundo                                                                 |          1
Rap 빅톤                                                                          |          1
Rare Bird                                                                       |          1
Ratih Purwasih                                                                  |          1
Ratt                                                                            |          1
Ravyn Lenae                                                                     |          1
Ray                                                                             |          1
Ray Conniff                                                                     |          1
Ray Dalton                                                                      |          1
Ray Jay                                                                         |          1
RAY-GUNS                                                                        |          1
Raye                                                                            |          1
RAZYBOYOCEAN                                                                    |          1
RE-D                                                                            |          1
Red Nine Blue                                                                   |          1
redballoon                                                                      |          1
Redbone                                                                         |          1
REDDY                                                                           |          1
refio+霜月はるか                                                                     |          1
Regard                                                                          |          1
Regin                                                                           |          1
Regina and Peabo                                                                |          1
REGINE & MIKEE                                                                  |          1
Regine Velasquez & Ogie Alcasid                                                 |          1
Regine Velasquez & Piolo Pascual                                                |          1
Reiley                                                                          |          1
Rema                                                                            |          1
Remi Wolf                                                                       |          1
Remy Zero                                                                       |          1
Rene Froger                                                                     |          1
Renee                                                                           |          1
Rent Cast                                                                       |          1
RETA(레타)                                                                        |          1
Reuben Laurente                                                                 |          1
Rhenzy Feliz                                                                    |          1
Rhymastic                                                                       |          1
Ric Manrique                                                                    |          1
RIC MANRIQUE                                                                    |          1
Rica Arambulo                                                                   |          1
RICARDO ARJONA                                                                  |          1
RICARDO MONTANER                                                                |          1
Ricchi E Poveri                                                                 |          1
Rich Brian                                                                      |          1
RICHARD REYNOSO                                                                 |          1
Richie Ricardo                                                                  |          1
Rick Bridges                                                                    |          1
Rick James                                                                      |          1
Rick Price                                                                      |          1
Rickie Lee Jones                                                                |          1
Ricky martin                                                                    |          1
RICKY MARTIN                                                                    |          1
Ricky Nelson                                                                    |          1
Rico J. Puno                                                                    |          1
RICO J. PUNO                                                                    |          1
RIDER CHIPS                                                                     |          1
Riff Raff                                                                       |          1
Righeira                                                                        |          1
Righteous Brothers                                                              |          1
Rihanna & Kanye West                                                            |          1
RIKKI                                                                           |          1
Rin音                                                                            |          1
Rin'                                                                            |          1
Ringo Starr                                                                     |          1
rionos                                                                          |          1
RIP SLYME                                                                       |          1
Risso                                                                           |          1
Rita                                                                            |          1
Rita Calypso                                                                    |          1
Rita Sugiarto                                                                   |          1
Rivers Cuomo                                                                    |          1
Rixton                                                                          |          1
Rizal Underground                                                               |          1
RM of BTS(방탄소년단)                                                                |          1
RM(방탄소년단)                                                                       |          1
RM(with 조유진)                                                                    |          1
RM(with 타블로)                                                                    |          1
RM(With 김사월)                                                                    |          1
RM(With 박지윤)                                                                    |          1
RM(With Anderson .Paak)                                                         |          1
RM(with Erykah Badu)                                                            |          1
RM(With Paul Blanco,Mahalia)                                                    |          1
Rob Halford                                                                     |          1
Rob Thomas                                                                      |          1
Robbie williams & Nicole Kidman                                                 |          1
Robert John                                                                     |          1
Robert Palmer                                                                   |          1
Robert Plant                                                                    |          1
Robin Gibb                                                                      |          1
Robin Schulz                                                                    |          1
Robyn                                                                           |          1
ROCIO JURADO                                                                    |          1
Rodgers                                                                         |          1
ROF-MAO                                                                         |          1
Roger Miller                                                                    |          1
Roger Williams                                                                  |          1
ROLE MODEL                                                                      |          1
ROMMEL GONZAGA                                                                  |          1
Romy                                                                            |          1
ron                                                                             |          1
Ronettes                                                                        |          1
Ronnie Liang                                                                    |          1
ROO                                                                             |          1
ROOKiEZ is PUNK'D                                                               |          1
ROOKiEZ is PUNK`D                                                               |          1
Room9                                                                           |          1
Rooster                                                                         |          1
Rosa Walton                                                                     |          1
ROSALIA                                                                         |          1
ROSANA                                                                          |          1
Rosemary Clooney                                                                |          1
Roserael                                                                        |          1
Round table                                                                     |          1
ROVIN                                                                           |          1
Roy Clark                                                                       |          1
Royal 44(with Chin,Uneducated Kid,Paul Blanco)                                  |          1
ROZES                                                                           |          1
RPM                                                                             |          1
Rricardo arjona                                                                 |          1
Ruben Studdard                                                                  |          1
Rude-α                                                                          |          1
Rufus & Chaka Khan                                                              |          1
RUI                                                                             |          1
Rum - NIT - Masew                                                               |          1
Rumi                                                                            |          1
Rummy Azies                                                                     |          1
Rumpies                                                                         |          1
Ruppina                                                                         |          1
本多RuRu                                                                          |          1
RURUTIA                                                                         |          1
Russ                                                                            |          1
RUSUK                                                                           |          1
Ruth Sahanaya                                                                   |          1
Ryan Gosling                                                                    |          1
RYNO(라이노)                                                                       |          1
Ryuichi Sakamoto                                                                |          1
S Club 7                                                                        |          1
S.B.N                                                                           |          1
S.I.S                                                                           |          1
S.M. THE BALLAD(Sung By 종현(샤이니),CHEN(EXO))                                      |          1
S.M. The Performance                                                            |          1
S.P.R                                                                           |          1
S.T.Child                                                                       |          1
S.Y                                                                             |          1
S2                                                                              |          1
Sabi                                                                            |          1
Sadboy JB                                                                       |          1
SAGA                                                                            |          1
Sage The Gemini & Lookas                                                        |          1
Saint Snow                                                                      |          1
sajou no hana                                                                   |          1
SAKURAmoti                                                                      |          1
SALBAKUTA                                                                       |          1
Saliva                                                                          |          1
SALT5                                                                           |          1
Salvatore Adamo                                                                 |          1
Salyu                                                                           |          1
Sam Brown                                                                       |          1
Sam Concepcion                                                                  |          1
Sam Haft                                                                        |          1
Sam Milby                                                                       |          1
SAM MILBY                                                                       |          1
Sam Milby Toni feat. Gonzaga                                                    |          1
Sam The Sham & The Pharaohs                                                     |          1
Samantha Barks                                                                  |          1
Samantha Mumba                                                                  |          1
Sammy Davis Jr.                                                                 |          1
Sampaguita                                                                      |          1
Samuel E. Wright                                                                |          1
SAN E                                                                           |          1
sana                                                                            |          1
SAND PAPER                                                                      |          1
Sandro Cavazza                                                                  |          1
SANDWICH                                                                        |          1
Santa Esmeralda                                                                 |          1
Santa Hoky                                                                      |          1
Santino Fontana                                                                 |          1
Sarah                                                                           |          1
Sarah Geronimo feat. Howie Dorough                                              |          1
Sarah Mclachlan                                                                 |          1
sasakure.UK                                                                     |          1
SAT & M                                                                         |          1
SAT&IM(빅톤)                                                                      |          1
savage genius                                                                   |          1
Savatage                                                                        |          1
SawanoHiroyuki[nZk]:Laco                                                        |          1
SawanoHiroyuki[nZk]:mizuki                                                      |          1
SAY                                                                             |          1
Say Yes!                                                                        |          1
SB19                                                                            |          1
School Of Rock                                                                  |          1
SCOTCH FOLK SONG                                                                |          1
Scott Mackenzie                                                                 |          1
SCREEN mode                                                                     |          1
SE O(세오)                                                                        |          1
Seal                                                                            |          1
Seals & Crofts                                                                  |          1
Sean Garrett                                                                    |          1
Sean Kingston(With Justin Bieber)                                               |          1
Sebastian Yatra                                                                 |          1
SEE U                                                                           |          1
SeeU                                                                            |          1
Seeya                                                                           |          1
Sei                                                                             |          1
Seiren(세이렌)                                                                     |          1
Selena Gomez & The Scene                                                        |          1
SELINA SEVILLA                                                                  |          1
sEODo                                                                           |          1
Seraphine                                                                       |          1
Serebro                                                                         |          1
Sergei Trofanov                                                                 |          1
sesåme                                                                          |          1
SEULGI of Red Velvet                                                            |          1
SEUNGHOO(승후)                                                                    |          1
SEX MACHINEGUN                                                                  |          1
SG원효비                                                                           |          1
SG워너비(Duet.옥주현)                                                                 |          1
SG워너비&KCM                                                                       |          1
Shades Apart                                                                    |          1
Shadow Project                                                                  |          1
Shaed                                                                           |          1
Shaggy                                                                          |          1
Shaggy & Ricardo                                                                |          1
ShahgooN 외 2명                                                                   |          1
Shaira                                                                          |          1
Shakin' Stevens                                                                 |          1
Shampoo                                                                         |          1
Shamrock                                                                        |          1
Shang                                                                           |          1
Sharon Leal                                                                     |          1
Shaun Cassidy                                                                   |          1
Shayne Ward                                                                     |          1
Sheila Majid                                                                    |          1
Sheila Ryan                                                                     |          1
Sheilawaty                                                                      |          1
Shell                                                                           |          1
Shelley Fabares                                                                 |          1
Shenseea                                                                        |          1
SHERYL CRUZ                                                                     |          1
Shin Sakiura                                                                    |          1
SHINDRUM                                                                        |          1
Shontelle                                                                       |          1
Shoo(S.E.S.)                                                                    |          1
Shorry J Of Mighty Mouth                                                        |          1
Show Tunes                                                                      |          1
Showgun                                                                         |          1
SHowgun                                                                         |          1
Shownu                                                                          |          1
Showtek                                                                         |          1
SHU-I                                                                           |          1
Shuta Sueyoshi                                                                  |          1
SHUYA                                                                           |          1
Shy Martin                                                                      |          1
Side A                                                                          |          1
SIDERIQUE                                                                       |          1
Sikboy                                                                          |          1
SIKBOY                                                                          |          1
Silento                                                                         |          1
Silk City(Diplo,Mark Ronson)                                                    |          1
Silly Boot                                                                      |          1
Silver Spoon                                                                    |          1
SiM                                                                             |          1
SIM2(With.Aden,키비)                                                              |          1
Simo of Y2K92                                                                   |          1
Simon                                                                           |          1
Simply Red                                                                      |          1
Simply Sunday                                                                   |          1
Sin bandera                                                                     |          1
Sinead O'Connor                                                                 |          1
SING女团                                                                          |          1
Sissel                                                                          |          1
Six Part Invention                                                              |          1
SIXC(6 crazy)                                                                   |          1
Sixpence none the richer                                                        |          1
SJ                                                                              |          1
Sk8brd                                                                          |          1
Skillibeng                                                                      |          1
Skip Marley                                                                     |          1
Skoop On Somebody                                                               |          1
SKY                                                                             |          1
Slash                                                                           |          1
SLAY                                                                            |          1
Sleepy Hallow                                                                   |          1
Slim 9lock                                                                      |          1
Slow Jam                                                                        |          1
Slow Jam(정연준&Ann)                                                               |          1
Slow Motion(김조한,뮤지)                                                             |          1
SM TOWN(신화)                                                                     |          1
Small kidd                                                                      |          1
Smash Mouth                                                                     |          1
Smash!!                                                                         |          1
Smewthie                                                                        |          1
Smokey Robinson                                                                 |          1
SMTOWN                                                                          |          1
SMUGGLERS                                                                       |          1
Snacky Chan                                                                     |          1
Snaffu Rigor                                                                    |          1
Snipersound                                                                     |          1
SNOOP DOGG                                                                      |          1
Snow                                                                            |          1
Snow Man                                                                        |          1
Snow Patrol                                                                     |          1
So!YoON!                                                                        |          1
Social House                                                                    |          1
Sofia                                                                           |          1
Sofia Reyes                                                                     |          1
sogumm&우원재                                                                      |          1
青山テルマ×SOL From Big Bang                                                         |          1
SOLE                                                                            |          1
Solenoid                                                                        |          1
SoloMon                                                                         |          1
Solomon Burke                                                                   |          1
Something ELse                                                                  |          1
Sonny and Cher                                                                  |          1
Soo                                                                             |          1
Soobin Hoàng Sơn                                                                |          1
Sophia Somajo                                                                   |          1
Sorana                                                                          |          1
Sori                                                                            |          1
Soul King                                                                       |          1
Soul Town                                                                       |          1
SOULBYSEL                                                                       |          1
SOULHEAD                                                                        |          1
SoulJa                                                                          |          1
Soulman & Minos                                                                 |          1
SOULZEAN                                                                        |          1
SOUND PALETTE(Song by 줍에이(Joob A))                                              |          1
Southborder                                                                     |          1
Soyeon((G)I-DLE)                                                                |          1
SPAKLZ                                                                          |          1
Spandau Ballet                                                                  |          1
Spanky                                                                          |          1
Speed Motion                                                                    |          1
Speedy                                                                          |          1
Spice girls                                                                     |          1
Spin Doctors                                                                    |          1
SPLAY                                                                           |          1
Spongecola                                                                      |          1
Spongecola & Gary V.                                                            |          1
Spray                                                                           |          1
SQS(문별,엑시)                                                                      |          1
SR-71                                                                           |          1
SS501(형준 Solo)                                                                  |          1
SS501(정민)                                                                       |          1
SS501(형준)                                                                       |          1
SS501(규종Solo)                                                                   |          1
SS501(영생Solo)                                                                   |          1
SS501(현중Solo)                                                                   |          1
SSEN                                                                            |          1
st.하루                                                                           |          1
St. Vincent                                                                     |          1
Stacey Ryan                                                                     |          1
STAFFONLY                                                                       |          1
Standard                                                                        |          1
Star Love Fish                                                                  |          1
Star Records All Star                                                           |          1
Starland Vocal Band                                                             |          1
STAYC                                                                           |          1
Steam                                                                           |          1
Steely Dan                                                                      |          1
Stefflon Don                                                                    |          1
Stella Quintet                                                                  |          1
Stellar                                                                         |          1
STEN(스텐)                                                                        |          1
Stephanie Mills                                                                 |          1
Stephanie Poetri                                                                |          1
Stephen Speaks                                                                  |          1
Steppenwolf                                                                     |          1
STEREO DIVE FOUNDATION                                                          |          1
Steve                                                                           |          1
Steve Barakatt                                                                  |          1
Steve Lacy                                                                      |          1
Steve Lawrence                                                                  |          1
Stevie B.                                                                       |          1
Stone Temple Pilots                                                             |          1
Stormzy                                                                         |          1
Straight No Chaser                                                              |          1
Strawberry JAM                                                                  |          1
StreetBaby                                                                      |          1
stryper                                                                         |          1
Students                                                                        |          1
Styx                                                                            |          1
Sub                                                                             |          1
Sue Thomson                                                                     |          1
SUEMITSU&THE SUEMITH                                                            |          1
SUGA(BTS)                                                                       |          1
Sugababes                                                                       |          1
Sugar Free                                                                      |          1
Sugar Soul                                                                      |          1
Sugarfree                                                                       |          1
SUGARFREE                                                                       |          1
SUITE CHIC                                                                      |          1
Sullivans                                                                       |          1
SUMI                                                                            |          1
Summer Walker                                                                   |          1
SummerWish                                                                      |          1
SUN                                                                             |          1
Sun Rai                                                                         |          1
SUN&LUNAR                                                                       |          1
Sundari Sukotjo                                                                 |          1
Sunset Rollercoaster                                                            |          1
Sunset Rollercoaster 落日飛車                                                       |          1
SUPER BEAVER                                                                    |          1
Supreme Team(Simon D Solo)                                                      |          1
Supreme Team(Solo E-Sens)                                                       |          1
Surerkid Ⅱ                                                                      |          1
Surf Mesa                                                                       |          1
Surface                                                                         |          1
Surfaces                                                                        |          1
Susan Boyle                                                                     |          1
Susan Jackson                                                                   |          1
SUV(신동,유브이)                                                                     |          1
Suzanne Vega                                                                    |          1
Suzi Quatro                                                                     |          1
SWAN DIVE                                                                       |          1
Swan(Rap Feat.쿨라피카)                                                             |          1
Sweet The Kid                                                                   |          1
Sweet.J Ensemble                                                                |          1
SweetS                                                                          |          1
Swervy                                                                          |          1
Swing Out Sister                                                                |          1
Switchfoot                                                                      |          1
SXMPRA                                                                          |          1
SYLVIA LA TORRE                                                                 |          1
Symphony X                                                                      |          1
Syn Cole                                                                        |          1
System of a Down                                                                |          1
미스터T                                                                            |          1
T 윤미래                                                                           |          1
T-BOLAN                                                                         |          1
T-Max(김준Solo)                                                                   |          1
T-Max(박윤화Solo)                                                                  |          1
T-Max(신민철Solo)                                                                  |          1
T-Max(With J)                                                                   |          1
T-Square                                                                        |          1
T. M Network                                                                    |          1
T.Boyce & B.Hart                                                                |          1
T.Chung                                                                         |          1
T.L.C                                                                           |          1
T.O.P(빅뱅)                                                                       |          1
T.P RETRO(타디스프로젝트)                                                              |          1
T.Rex                                                                           |          1
T.W(박태원)                                                                        |          1
T(윤미래)(With 타이거 JK,Bizzy)                                                       |          1
T1                                                                              |          1
Taco                                                                            |          1
TAE                                                                             |          1
Taeil                                                                           |          1
TAEK                                                                            |          1
TAG                                                                             |          1
Tak Matsumoto                                                                   |          1
Take#1                                                                          |          1
TAKEWON                                                                         |          1
Takey                                                                           |          1
Taktak36 Of 배치기                                                                 |          1
TAKUI                                                                           |          1
Tal Bachman                                                                     |          1
Talib Kweli                                                                     |          1
Talking Heads                                                                   |          1
Tamia                                                                           |          1
Tammy Wynette                                                                   |          1
TAN(티에이엔)                                                                       |          1
TANGERINE                                                                       |          1
TAO                                                                             |          1
Taped Rai                                                                       |          1
Taron Egerton                                                                   |          1
