artist                                                                          | song_count
제니(JENNIE)                                                                      |         15
유라(youra)                                                                       |         15
ABBA                                                                            |         15
Alan Walker                                                                     |         15
Blue                                                                            |         15
Gary Valenciano                                                                 |         15
Green Day                                                                       |         15
Hey                                                                             |         15
Jason Derulo                                                                    |         15
Jonas Brothers                                                                  |         15
Meghan Trainor                                                                  |         15
Miley Cyrus                                                                     |         15
N N                                                                             |         15
NO:EL(장용준)                                                                      |         15
Peder Elias                                                                     |         15
T.M.Revolution                                                                  |         15
YUI                                                                             |         15
坂本真綾                                                                            |         14
강민경                                                                             |         14
골든차일드                                                                           |         14
군가                                                                              |         14
김기태                                                                             |         14
김상진                                                                             |         14
김양                                                                              |         14
나미                                                                              |         14
다운                                                                              |         14
듀크                                                                              |         14
딥플로우                                                                            |         14
뜨거운감자                                                                           |         14
루시드폴                                                                            |         14
마미손                                                                             |         14
미도와파라솔                                                                          |         14
박구윤                                                                             |         14
박남정                                                                             |         14
박시환                                                                             |         14
방예담                                                                             |         14
보이비                                                                             |         14
부가킹즈                                                                            |         14
브로콜리너마저                                                                         |         14
산울림                                                                             |         14
서주경                                                                             |         14
성리                                                                              |         14
성진우                                                                             |         14
세훈                                                                              |         14
소명                                                                              |         14
솔리드                                                                             |         14
송지은                                                                             |         14
슈가                                                                              |         14
신지훈                                                                             |         14
앤씨아                                                                             |         14
예지                                                                              |         14
오렌지캬라멜                                                                          |         14
오유진                                                                             |         14
원투                                                                              |         14
윤시내                                                                             |         14
이보람                                                                             |         14
이승열                                                                             |         14
이영화                                                                             |         14
이찬혁                                                                             |         14
이태호                                                                             |         14
일리네어레코즈                                                                         |         14
장우혁                                                                             |         14
전미경                                                                             |         14
정태춘                                                                             |         14
조덕배                                                                             |         14
중식이                                                                             |         14
지오                                                                              |         14
커피소년                                                                            |         14
클레오                                                                             |         14
타루                                                                              |         14
트랙스                                                                             |         14
현당                                                                              |         14
화이트                                                                             |         14
뉴이스트 W                                                                          |         14
슈퍼주니어-D&E                                                                       |         14
μ's                                                                             |         14
박경(블락비)                                                                         |         14
로제(ROSE)                                                                        |         14
슬기(SEULGI)                                                                      |         14
유주(YUJU)                                                                        |         14
우기(YUQI)                                                                        |         14
BABYMONSTER                                                                     |         14
By Groovy Room                                                                  |         14
Cardi B                                                                         |         14
Christopher                                                                     |         14
Dok2                                                                            |         14
EXO-CBX                                                                         |         14
Flo Rida                                                                        |         14
Future                                                                          |         14
H-유진                                                                            |         14
Marilyn Manson                                                                  |         14
Michael Buble                                                                   |         14
Poppin'Party                                                                    |         14
R.Tee                                                                           |         14
Regine Velasquez                                                                |         14
Roselia                                                                         |         14
SINCE                                                                           |         14
Skid Row                                                                        |         14
SM TOWN                                                                         |         14
Tate McRae                                                                      |         14
The Chainsmokers                                                                |         14
The Name                                                                        |         14
TUBE                                                                            |         14
Victor Wood                                                                     |         14
Yeng Constantino                                                                |         14
周深                                                                              |         13
大塚愛                                                                             |         13
林志颖                                                                             |         13
王力宏                                                                             |         13
結束バンド                                                                           |         13
鏡音レン                                                                            |         13
防弾少年団                                                                           |         13
김광진                                                                             |         13
김나희                                                                             |         13
김재희                                                                             |         13
김창완                                                                             |         13
나태주                                                                             |         13
노아                                                                              |         13
닐로                                                                              |         13
다나                                                                              |         13
듀스                                                                              |         13
들국화                                                                             |         13
디아크                                                                             |         13
명진                                                                              |         13
몽니                                                                              |         13
뮤지                                                                              |         13
미나                                                                              |         13
민수현                                                                             |         13
박정아                                                                             |         13
박지헌                                                                             |         13
백청강                                                                             |         13
버벌진트                                                                            |         13
서진영                                                                             |         13
설연화                                                                             |         13
송골매                                                                             |         13
시온                                                                              |         13
아이오아이                                                                           |         13
양지원                                                                             |         13
에피톤프로젝트                                                                         |         13
오윤혜                                                                             |         13
오혁                                                                              |         13
윤미래                                                                             |         13
윤수현                                                                             |         13
윤현상                                                                             |         13
윤형주                                                                             |         13
이민혁                                                                             |         13
이솔로몬                                                                            |         13
이예은                                                                             |         13
이용복                                                                             |         13
자전거탄풍경                                                                          |         13
재지팩트                                                                            |         13
재하                                                                              |         13
정재형                                                                             |         13
주주클럽                                                                            |         13
쥬리킴                                                                             |         13
진                                                                               |         13
짙은                                                                              |         13
최진영                                                                             |         13
페퍼톤스                                                                            |         13
피아노맨                                                                            |         13
하울                                                                              |         13
허영생                                                                             |         13
현미                                                                              |         13
빌리 어코스티                                                                         |         13
소녀시대-태티서                                                                        |         13
산체스(팬텀)                                                                         |         13
유주(여자친구)                                                                        |         13
핫펠트(예은)                                                                         |         13
허성현(Huh)                                                                        |         13
2NB                                                                             |         13
乃木坂46                                                                           |         13
Agust D                                                                         |         13
Air Supply                                                                      |         13
BEYOND                                                                          |         13
Boyz II Men                                                                     |         13
Carpenters                                                                      |         13
CHEMISTRY                                                                       |         13
Fleeky Bang                                                                     |         13
Jay-Z                                                                           |         13
Joo                                                                             |         13
K                                                                               |         13
Kep1er                                                                          |         13
Korn                                                                            |         13
Megan Thee Stallion                                                             |         13
P-TYPE                                                                          |         13
PK헤만                                                                            |         13
Sarah Geronimo                                                                  |         13
SHARON CUNETA                                                                   |         13
SuperM                                                                          |         13
T                                                                               |         13
Vaundy                                                                          |         13
Y2K                                                                             |         13
安全地帯                                                                            |         12
少女時代                                                                            |         12
後藤真希                                                                            |         12
林原めぐみ                                                                           |         12
林忆莲                                                                             |         12
水森かおり                                                                           |         12
石川さゆり                                                                           |         12
福山雅治                                                                            |         12
萧亚轩                                                                             |         12
那英                                                                              |         12
陈慧娴                                                                             |         12
구구단                                                                             |         12
길건                                                                              |         12
김부자                                                                             |         12
김상민                                                                             |         12
김상아                                                                             |         12
김세환                                                                             |         12
김예림                                                                             |         12
김흥국                                                                             |         12
김희철                                                                             |         12
나인뮤지스                                                                           |         12
낯선                                                                              |         12
네미시스                                                                            |         12
달샤벳                                                                             |         12
레디                                                                              |         12
린애                                                                              |         12
마이진                                                                             |         12
박광현                                                                             |         12
박선주                                                                             |         12
박정은                                                                             |         12
배슬기                                                                             |         12
백년설                                                                             |         12
백아                                                                              |         12
선예                                                                              |         12
성훈                                                                              |         12
소냐                                                                              |         12
송민도                                                                             |         12
송민준                                                                             |         12
송소희                                                                             |         12
순순희                                                                             |         12
슈퍼키드                                                                            |         12
스피카                                                                             |         12
에릭                                                                              |         12
에이프릴                                                                            |         12
유니                                                                              |         12
윤태화                                                                             |         12
은가은                                                                             |         12
이라온                                                                             |         12
이루펀트                                                                            |         12
이병찬                                                                             |         12
이상순                                                                             |         12
이상우                                                                             |         12
이용                                                                              |         12
일렉트로보이즈                                                                         |         12
임슬옹                                                                             |         12
임현식                                                                             |         12
임현정                                                                             |         12
장미여관                                                                            |         12
장필순                                                                             |         12
정다경                                                                             |         12
정효빈                                                                             |         12
지선                                                                              |         12
최엘비                                                                             |         12
최자                                                                              |         12
최헌                                                                              |         12
춘자                                                                              |         12
태민                                                                              |         12
태사자                                                                             |         12
피에스타                                                                            |         12
핑크퐁                                                                             |         12
平井 堅                                                                            |         12
더 필름                                                                            |         12
레이디스 코드                                                                         |         12
타이거 JK                                                                          |         12
원필(데이식스)                                                                        |         12
켄(빅스)                                                                           |         12
하현우(국카스텐)                                                                       |         12
알레프(ALEPH)                                                                      |         12
솔지(EXID)                                                                        |         12
주시크(Joosiq)                                                                     |         12
켄(KEN)                                                                          |         12
마크(MARK)                                                                        |         12
오르내림(OLNL)                                                                      |         12
웬디(WENDY)                                                                       |         12
1SAGAIN                                                                         |         12
5tion                                                                           |         12
Aerosmith                                                                       |         12
amazarashi                                                                      |         12
Andy Williams                                                                   |         12
Benson Boone                                                                    |         12
Black Eyed Peas                                                                 |         12
Blase(블라세)                                                                      |         12
CIX                                                                             |         12
Conan Gray                                                                      |         12
CROWN J                                                                         |         12
DECO*27                                                                         |         12
Dreams Come True                                                                |         12
Eagles                                                                          |         12
G.고릴라                                                                           |         12
Gamma Ray                                                                       |         12
globe                                                                           |         12
Guns N' Roses                                                                   |         12
Idina Menzel                                                                    |         12
JUST                                                                            |         12
JYJ                                                                             |         12
Ke$ha                                                                           |         12
keshi                                                                           |         12
Lil Moshpit                                                                     |         12
Lil Nas X                                                                       |         12
Luna sea                                                                        |         12
MAX                                                                             |         12
Morgan Wallen                                                                   |         12
NEWS                                                                            |         12
Olivia Rodrigo                                                                  |         12
ONE OK ROCK                                                                     |         12
Polodared                                                                       |         12
Robbie Williams                                                                 |         12
Royal 44                                                                        |         12
Sharon Cuneta                                                                   |         12
SIAM SHADE                                                                      |         12
Slom                                                                            |         12
The The                                                                         |         12
Twice                                                                           |         12
wave to earth                                                                   |         12
タッキー＆翼                                                                          |         11
小林幸子                                                                            |         11
川中美幸                                                                            |         11
童安格                                                                             |         11
赵传                                                                              |         11
長渕剛                                                                             |         11
간미연                                                                             |         11
강성                                                                              |         11
길                                                                               |         11
김경록                                                                             |         11
김돈규                                                                             |         11
김세레나                                                                            |         11
김우주                                                                             |         11
김정수                                                                             |         11
김정훈                                                                             |         11
김종욱                                                                             |         11
김혜림                                                                             |         11
달빛요정역전만루홈런                                                                      |         11
디아                                                                              |         11
라붐                                                                              |         11
레드애플                                                                            |         11
메이트                                                                             |         11
명국환                                                                             |         11
문문                                                                              |         11
미스터투                                                                            |         11
박윤경                                                                             |         11
박일남                                                                             |         11
비쥬                                                                              |         11
샤크라                                                                             |         11
서지오                                                                             |         11
소울다이브                                                                           |         11
솔지                                                                              |         11
슈가볼                                                                             |         11
승리                                                                              |         11
신승태                                                                             |         11
실리카겔                                                                            |         11
심신                                                                              |         11
악월                                                                              |         11
안녕하신가영                                                                          |         11
안병웅                                                                             |         11
에반                                                                              |         11
오담률                                                                             |         11
오종혁                                                                             |         11
올티                                                                              |         11
원미연                                                                             |         11
위키미키                                                                            |         11
유현상                                                                             |         11
윤태규                                                                             |         11
이동원                                                                             |         11
이명주                                                                             |         11
이장희                                                                             |         11
이정은                                                                             |         11
이준기                                                                             |         11
이지라이프                                                                           |         11
임병수                                                                             |         11
임주리                                                                             |         11
장우영                                                                             |         11
정철                                                                              |         11
제시카                                                                             |         11
지연                                                                              |         11
지영선                                                                             |         11
지원이                                                                             |         11
채희                                                                              |         11
크레용팝                                                                            |         11
키비                                                                              |         11
투엘슨                                                                             |         11
티파니                                                                             |         11
하동진                                                                             |         11
한올                                                                              |         11
헬로비너스                                                                           |         11
화나                                                                              |         11
พุ่มพวง ดวงจันทร์                                                               |         11
김예림(투개월)                                                                        |         11
슬기(레드벨벳)                                                                        |         11
은하(여자친구)                                                                        |         11
케이(러블리즈)                                                                        |         11
던(DAWN)                                                                         |         11
피원하모니(P1Harmony)                                                                |         11
스트레이(The Stray)                                                                 |         11
나연(TWICE)                                                                       |         11
5 Seconds Of Summer                                                             |         11
Ann                                                                             |         11
Aqours                                                                          |         11
Berryz工房                                                                        |         11
Billlie(빌리)                                                                     |         11
Brian McKnight                                                                  |         11
By 기리보이                                                                         |         11
Carly Rae Jepsen                                                                |         11
Charli XCX                                                                      |         11
Deep Purple                                                                     |         11
Demi Lovato                                                                     |         11
DOK2                                                                            |         11
dori                                                                            |         11
Fall Out Boy                                                                    |         11
hide                                                                            |         11
HONNE                                                                           |         11
I.M(아이엠)                                                                        |         11
imase                                                                           |         11
Jennifer Lopez                                                                  |         11
Judy and Mary                                                                   |         11
K-POP                                                                           |         11
KHAN                                                                            |         11
KOTOKO                                                                          |         11
Limp Bizkit                                                                     |         11
MIKA                                                                            |         11
Mingginyu(밍기뉴)                                                                  |         11
NS 윤지                                                                           |         11
Olivia Newton John                                                              |         11
OneRepublic                                                                     |         11
Owl City                                                                        |         11
Perfume                                                                         |         11
ReoNa                                                                           |         11
RIVERMAYA                                                                       |         11
SKE48                                                                           |         11
T-Max                                                                           |         11
Tom Jones                                                                       |         11
Travis Scott                                                                    |         11
Weeekly(위클리)                                                                    |         11
Wiz Khalifa                                                                     |         11
キタニタツヤ                                                                          |         10
コブクロ                                                                            |         10
ユンナ                                                                             |         10
優里                                                                              |         10
李玟                                                                              |         10
美空ひばり                                                                           |         10
薛之谦                                                                             |         10
陈奕迅                                                                             |         10
陈慧琳                                                                             |         10
齐秦                                                                              |         10
가을방학                                                                            |         10
경기도민요                                                                           |         10
공훈                                                                              |         10
권진원                                                                             |         10
김동욱                                                                             |         10
김상배                                                                             |         10
김수영                                                                             |         10
김연숙                                                                             |         10
김재석                                                                             |         10
나르샤                                                                             |         10
다이아                                                                             |         10
더발룬티어스                                                                          |         10
데이라이트                                                                           |         10
라이머                                                                             |         10
레이디제인                                                                           |         10
루다                                                                              |         10
